Filme,Realizador,Duração,Género,Ano lançamento,Rating
filme144095,realizador12,163 min,Anime Features,2022,1
filme57500,realizador11,184 min,Romantic Movies,1995,3
filme65650,realizador3,83 min,Documentaries,1999,3
filme145418,realizador8,103 min,Cult Movies,2013,5
filme116457,realizador11,37 min,Cult Movies,1981,2
filme136062,realizador6,86 min,Anime Features,1969,4
filme125491,realizador6,229 min,Cult Movies,1974,3
filme19903,realizador12,123 min,Independent Movies,1962,3
filme30939,realizador10,186 min,Romantic Movies,2016,2
filme146610,realizador7,240 min,Classic Movies,2010,5
filme105749,realizador12,67 min,Music & Musicals,1979,4
filme118415,realizador2,132 min,Thrillers,1981,2
filme84578,realizador19,220 min,Action & Adventure,2006,3
filme6045,realizador4,139 min,International Movies,1970,1
filme108321,realizador1,145 min,Stand-Up Comedy,1985,5
filme68267,realizador3,96 min,Action & Adventure,1992,5
filme57935,realizador5,37 min,Horror Movies,1975,1
filme113782,realizador13,179 min,Movies,2023,5
filme131711,realizador4,106 min,Classic Movies,2013,5
filme68079,realizador10,86 min,Dramas,2023,2
filme14554,realizador7,79 min,Comedies,2000,5
filme88400,realizador16,237 min,Anime Features,1964,3
filme49080,realizador15,39 min,Horror Movies,2014,5
filme7281,realizador1,217 min,Stand-Up Comedy,1963,3
filme74940,realizador12,35 min,International Movies,2014,5
filme113441,realizador14,156 min,Thrillers,2017,4
filme49911,realizador16,160 min,Comedies,1962,1
filme2156,realizador19,73 min,Classic Movies,1987,3
filme112908,realizador4,178 min,Independent Movies,1995,5
filme20737,realizador9,175 min,Anime Features,2006,1
filme115708,realizador2,155 min,Thrillers,1987,5
filme123355,realizador5,225 min,Action & Adventure,1962,5
filme15718,realizador9,166 min,Romantic Movies,2019,3
filme92344,realizador3,85 min,Documentaries,1965,3
filme98405,realizador15,208 min,Documentaries,1967,2
filme291,realizador13,225 min,Stand-Up Comedy,2019,5
filme95082,realizador5,92 min,Horror Movies,1978,1
filme107352,realizador18,62 min,Horror Movies,1972,4
filme140031,realizador3,126 min,LGBTQ Movies,1968,1
filme86644,realizador9,121 min,Thrillers,2009,1
filme32962,realizador18,108 min,Stand-Up Comedy,2013,4
filme145661,realizador13,120 min,Sports Movies,1988,5
filme110969,realizador13,105 min,Sci-Fi & Fantasy,2011,3
filme93376,realizador4,151 min,Comedies,2008,4
filme105315,realizador14,176 min,Dramas,1984,1
filme85993,realizador5,239 min,Classic Movies,1960,2
filme97023,realizador19,93 min,Horror Movies,2008,4
filme74442,realizador9,231 min,International Movies,1999,4
filme1356,realizador18,234 min,International Movies,2012,4
filme8597,realizador4,164 min,Thrillers,2009,1
filme20019,realizador6,47 min,Documentaries,2017,2
filme77700,realizador10,43 min,Music & Musicals,2006,1
filme16106,realizador2,164 min,Music & Musicals,1991,5
filme121293,realizador5,89 min,Cult Movies,1998,2
filme9959,realizador15,90 min,Action & Adventure,2004,2
filme83962,realizador6,158 min,International Movies,1999,4
filme54675,realizador7,230 min,Cult Movies,2014,3
filme128302,realizador4,73 min,Documentaries,2022,4
filme70980,realizador2,113 min,Action & Adventure,2006,2
filme82320,realizador18,33 min,Action & Adventure,1971,4
filme7471,realizador4,225 min,Documentaries,1975,3
filme139942,realizador9,81 min,Music & Musicals,1985,2
filme923,realizador19,186 min,Sports Movies,1985,4
filme64627,realizador19,123 min,LGBTQ Movies,1971,3
filme6380,realizador10,125 min,Documentaries,1988,5
filme72623,realizador7,168 min,International Movies,2012,1
filme134808,realizador16,229 min,Sports Movies,1993,2
filme110381,realizador5,150 min,Sci-Fi & Fantasy,1973,4
filme58637,realizador18,179 min,Comedies,2017,3
filme57940,realizador16,132 min,Thrillers,2004,2
filme14535,realizador9,73 min,Thrillers,1974,1
filme45802,realizador18,226 min,Documentaries,1970,2
filme71736,realizador5,95 min,Anime Features,2012,1
filme23345,realizador12,129 min,Movies,2023,3
filme69407,realizador8,151 min,Sci-Fi & Fantasy,1961,3
filme130152,realizador4,64 min,Sports Movies,1972,2
filme105037,realizador17,117 min,Romantic Movies,1976,3
filme5022,realizador15,237 min,International Movies,1961,1
filme44926,realizador10,120 min,Comedies,1990,1
filme26926,realizador7,81 min,Sports Movies,1989,5
filme3603,realizador16,122 min,Sports Movies,1970,2
filme28024,realizador16,215 min,Romantic Movies,1970,2
filme137767,realizador15,65 min,LGBTQ Movies,2013,1
filme30218,realizador18,157 min,Movies,1960,3
filme129786,realizador13,36 min,Action & Adventure,2001,4
filme71587,realizador9,223 min,Anime Features,2023,2
filme144570,realizador6,192 min,Stand-Up Comedy,1996,4
filme42300,realizador15,221 min,International Movies,1982,2
filme135227,realizador16,163 min,Dramas,1973,3
filme64756,realizador17,199 min,Stand-Up Comedy,1984,1
filme149493,realizador17,187 min,Children & Family Movies,1981,2
filme113870,realizador15,226 min,International Movies,1980,3
filme105621,realizador12,32 min,Action & Adventure,1998,1
filme10387,realizador14,66 min,Children & Family Movies,2005,1
filme64058,realizador14,208 min,Sci-Fi & Fantasy,1977,5
filme100941,realizador15,213 min,Thrillers,2023,4
filme78258,realizador4,38 min,Sci-Fi & Fantasy,1963,1
filme19609,realizador2,120 min,Children & Family Movies,1960,1
filme115956,realizador12,70 min,Sports Movies,1970,3
filme124667,realizador13,83 min,Dramas,1982,4
filme125575,realizador8,64 min,Comedies,1977,1
filme137160,realizador12,174 min,Documentaries,2004,2
filme17382,realizador15,160 min,Music & Musicals,2006,3
filme54792,realizador11,165 min,Thrillers,2018,3
filme98550,realizador10,123 min,Sci-Fi & Fantasy,1970,3
filme114875,realizador8,45 min,Movies,2018,3
filme130386,realizador1,31 min,Sci-Fi & Fantasy,2012,5
filme81245,realizador14,61 min,Music & Musicals,1973,1
filme106000,realizador1,68 min,Documentaries,1971,4
filme91311,realizador11,79 min,Independent Movies,2023,2
filme93016,realizador6,119 min,Stand-Up Comedy,2013,2
filme11830,realizador9,78 min,International Movies,1996,2
filme124988,realizador14,157 min,International Movies,2013,3
filme71893,realizador18,194 min,LGBTQ Movies,1970,3
filme42032,realizador17,65 min,Dramas,1991,3
filme85758,realizador16,168 min,Romantic Movies,1993,4
filme84287,realizador1,233 min,International Movies,1961,2
filme26326,realizador1,75 min,LGBTQ Movies,2011,5
filme87582,realizador18,145 min,Movies,2017,4
filme11448,realizador17,133 min,Action & Adventure,2017,4
filme103456,realizador7,169 min,Independent Movies,1968,5
filme12847,realizador2,218 min,Comedies,2016,3
filme13210,realizador8,167 min,Sports Movies,1986,4
filme123263,realizador12,162 min,Dramas,1971,3
filme94999,realizador7,223 min,Action & Adventure,2010,5
filme129931,realizador4,162 min,Dramas,1973,5
filme34118,realizador9,52 min,Romantic Movies,1995,4
filme148619,realizador13,149 min,Action & Adventure,2020,4
filme94194,realizador11,183 min,Cult Movies,2020,3
filme75746,realizador11,161 min,Children & Family Movies,2007,1
filme16838,realizador4,55 min,Sci-Fi & Fantasy,2022,1
filme99993,realizador11,179 min,Documentaries,1985,5
filme46598,realizador7,105 min,Documentaries,1966,2
filme71703,realizador3,136 min,Children & Family Movies,1973,4
filme58132,realizador17,219 min,Romantic Movies,1995,1
filme91863,realizador6,186 min,Romantic Movies,1988,4
filme58757,realizador17,90 min,Children & Family Movies,2022,5
filme68493,realizador4,174 min,Action & Adventure,2014,1
filme63787,realizador14,51 min,Movies,1984,4
filme131714,realizador12,84 min,Cult Movies,2015,5
filme141117,realizador4,34 min,Sci-Fi & Fantasy,1960,5
filme39493,realizador14,185 min,Horror Movies,1982,2
filme46012,realizador7,106 min,Horror Movies,1967,4
filme30538,realizador14,99 min,Music & Musicals,1980,2
filme32941,realizador18,90 min,Dramas,1973,5
filme143192,realizador2,41 min,Thrillers,1997,4
filme111432,realizador7,154 min,Sci-Fi & Fantasy,2005,5
filme115192,realizador2,74 min,Music & Musicals,2006,5
filme58326,realizador12,76 min,Romantic Movies,1979,3
filme94378,realizador19,178 min,International Movies,1979,4
filme23025,realizador17,159 min,Independent Movies,2007,4
filme41585,realizador6,207 min,Sports Movies,1965,1
filme56227,realizador2,189 min,Romantic Movies,1991,3
filme79209,realizador17,115 min,Music & Musicals,1962,3
filme40493,realizador2,32 min,Romantic Movies,1973,5
filme107066,realizador16,96 min,Movies,2011,3
filme56630,realizador16,97 min,Stand-Up Comedy,2015,4
filme36657,realizador14,138 min,Sci-Fi & Fantasy,1982,2
filme69329,realizador5,49 min,Documentaries,1987,2
filme143345,realizador9,188 min,Classic Movies,1984,3
filme86609,realizador7,209 min,Sports Movies,1961,5
filme25337,realizador11,181 min,Sports Movies,2006,3
filme129839,realizador12,133 min,Classic Movies,2010,1
filme94325,realizador15,160 min,Music & Musicals,1978,3
filme10803,realizador12,199 min,Romantic Movies,1986,4
filme131611,realizador8,36 min,Sports Movies,1976,3
filme14029,realizador17,69 min,Romantic Movies,1981,5
filme120582,realizador15,151 min,LGBTQ Movies,1978,2
filme66645,realizador4,73 min,International Movies,2002,5
filme52044,realizador7,56 min,Dramas,1961,4
filme132856,realizador13,119 min,International Movies,1991,3
filme77600,realizador16,70 min,Stand-Up Comedy,2013,4
filme57398,realizador11,177 min,LGBTQ Movies,1963,2
filme109516,realizador11,204 min,International Movies,1976,4
filme5660,realizador6,46 min,Thrillers,1968,3
filme107256,realizador16,204 min,Dramas,2008,2
filme25123,realizador3,203 min,Children & Family Movies,2008,2
filme17655,realizador12,177 min,Sci-Fi & Fantasy,1983,1
filme16113,realizador4,214 min,Dramas,1999,2
filme53741,realizador18,123 min,Stand-Up Comedy,1997,5
filme76606,realizador14,157 min,Anime Features,1976,4
filme45620,realizador13,125 min,Sports Movies,1974,4
filme16427,realizador10,130 min,LGBTQ Movies,1972,2
filme144043,realizador13,115 min,Music & Musicals,1999,5
filme109283,realizador1,151 min,Cult Movies,1995,3
filme14306,realizador4,197 min,LGBTQ Movies,1995,2
filme24640,realizador10,92 min,LGBTQ Movies,2003,1
filme75386,realizador10,201 min,Independent Movies,1992,2
filme127889,realizador15,143 min,LGBTQ Movies,1967,1
filme141988,realizador14,54 min,Thrillers,1975,2
filme56420,realizador1,203 min,Music & Musicals,1971,2
filme134886,realizador2,82 min,Movies,1977,3
filme25331,realizador11,94 min,Cult Movies,1961,1
filme103812,realizador6,96 min,Thrillers,1961,2
filme126920,realizador5,204 min,Sports Movies,1972,1
filme110186,realizador2,54 min,Comedies,1962,2
filme16915,realizador3,46 min,Dramas,1992,1
filme16188,realizador9,146 min,Classic Movies,2020,2
filme146890,realizador1,205 min,Comedies,1999,5
filme15724,realizador17,187 min,Children & Family Movies,1973,4
filme17179,realizador17,204 min,International Movies,2019,1
filme91157,realizador2,32 min,Movies,1983,5
filme118448,realizador5,229 min,Sci-Fi & Fantasy,1985,3
filme131261,realizador18,144 min,Romantic Movies,1984,4
filme59688,realizador7,63 min,Romantic Movies,1986,2
filme115474,realizador1,229 min,LGBTQ Movies,1975,1
filme95785,realizador1,100 min,Dramas,1960,5
filme120671,realizador7,194 min,International Movies,2016,5
filme60466,realizador17,173 min,Movies,1970,5
filme56810,realizador19,100 min,International Movies,1974,3
filme86787,realizador3,223 min,Stand-Up Comedy,1984,2
filme100084,realizador13,139 min,Stand-Up Comedy,2010,2
filme140988,realizador3,208 min,Comedies,1975,3
filme41496,realizador9,101 min,Stand-Up Comedy,1978,1
filme55021,realizador3,140 min,LGBTQ Movies,1968,3
filme138870,realizador17,190 min,Horror Movies,1980,5
filme888,realizador1,144 min,International Movies,1988,5
filme143831,realizador8,94 min,Romantic Movies,1984,2
filme1454,realizador17,107 min,Independent Movies,1986,1
filme97429,realizador12,174 min,Independent Movies,1961,5
filme121690,realizador7,177 min,Action & Adventure,2015,4
filme63855,realizador2,218 min,Documentaries,2002,2
filme124867,realizador13,190 min,Children & Family Movies,1962,3
filme24402,realizador18,162 min,Sports Movies,1976,4
filme67106,realizador17,164 min,Independent Movies,1983,1
filme5543,realizador2,107 min,Classic Movies,2023,5
filme66250,realizador15,187 min,Movies,2007,2
filme107018,realizador1,62 min,Independent Movies,1999,2
filme3886,realizador7,85 min,Movies,1976,3
filme93217,realizador14,42 min,Children & Family Movies,1982,1
filme110179,realizador19,151 min,Stand-Up Comedy,1971,5
filme18189,realizador14,138 min,Movies,1966,5
filme10175,realizador3,85 min,Music & Musicals,2000,2
filme59044,realizador17,123 min,Cult Movies,1991,2
filme47928,realizador17,107 min,Music & Musicals,1980,1
filme139663,realizador17,139 min,Sports Movies,1963,5
filme128177,realizador5,167 min,Stand-Up Comedy,2009,2
filme123740,realizador16,179 min,Anime Features,2009,1
filme43006,realizador6,212 min,Stand-Up Comedy,2021,1
filme55228,realizador19,222 min,Anime Features,2006,2
filme74094,realizador18,188 min,Dramas,1971,5
filme111687,realizador13,122 min,LGBTQ Movies,2021,5
filme19009,realizador1,106 min,Movies,1987,5
filme4313,realizador3,184 min,Sports Movies,1980,5
filme102625,realizador16,77 min,Sports Movies,1980,5
filme117447,realizador12,121 min,Thrillers,1999,1
filme63766,realizador3,183 min,International Movies,1979,1
filme118629,realizador5,124 min,Movies,2019,5
filme49486,realizador4,188 min,Independent Movies,2006,5
filme119049,realizador6,204 min,LGBTQ Movies,2008,3
filme2735,realizador7,149 min,Horror Movies,2022,1
filme20102,realizador1,159 min,Documentaries,1994,3
filme44713,realizador9,62 min,Thrillers,2006,3
filme75804,realizador4,35 min,LGBTQ Movies,2008,5
filme72896,realizador17,224 min,Sports Movies,2011,2
filme4476,realizador3,77 min,Classic Movies,2022,5
filme63287,realizador1,33 min,Classic Movies,2006,5
filme64144,realizador9,42 min,Romantic Movies,2013,1
filme17568,realizador4,128 min,Comedies,2018,3
filme49375,realizador12,142 min,Dramas,2021,5
filme7019,realizador1,210 min,Cult Movies,2002,1
filme89701,realizador6,196 min,Classic Movies,2014,2
filme86382,realizador1,154 min,Dramas,1977,3
filme130896,realizador11,37 min,Movies,1960,5
filme89722,realizador18,211 min,Independent Movies,1983,1
filme42688,realizador17,57 min,Sports Movies,1992,4
filme81539,realizador17,224 min,Documentaries,1967,2
filme18018,realizador12,53 min,Sports Movies,1996,1
filme137675,realizador7,46 min,Documentaries,1962,1
filme63444,realizador12,152 min,International Movies,1999,5
filme125523,realizador9,232 min,Documentaries,2014,4
filme81809,realizador7,178 min,Classic Movies,2020,3
filme127825,realizador18,227 min,Children & Family Movies,1967,5
filme18052,realizador3,33 min,Stand-Up Comedy,1987,1
filme74802,realizador6,111 min,Thrillers,1968,2
filme88305,realizador7,65 min,International Movies,1960,5
filme38377,realizador15,128 min,Thrillers,2000,2
filme28673,realizador6,131 min,LGBTQ Movies,1960,3
filme85890,realizador4,36 min,Classic Movies,2019,5
filme38784,realizador11,122 min,Comedies,1967,3
filme59330,realizador14,103 min,Stand-Up Comedy,1988,2
filme38517,realizador7,159 min,Documentaries,2000,3
filme127217,realizador18,169 min,Dramas,2014,5
filme113458,realizador16,112 min,Anime Features,1966,5
filme143238,realizador5,226 min,Thrillers,1967,5
filme140010,realizador6,123 min,Anime Features,1981,5
filme20305,realizador1,194 min,Thrillers,1991,3
filme37194,realizador9,198 min,Dramas,1963,1
filme112391,realizador10,185 min,Action & Adventure,1976,3
filme82509,realizador4,34 min,Stand-Up Comedy,2010,1
filme133707,realizador15,159 min,Documentaries,1976,1
filme67499,realizador13,31 min,Music & Musicals,1991,1
filme9405,realizador8,225 min,Children & Family Movies,2009,3
filme84864,realizador14,145 min,International Movies,1993,2
filme45751,realizador6,210 min,Romantic Movies,1981,2
filme73635,realizador13,110 min,Documentaries,1999,5
filme32522,realizador1,157 min,Cult Movies,1969,2
filme69406,realizador13,50 min,International Movies,2000,3
filme63148,realizador19,148 min,Cult Movies,1962,4
filme79100,realizador9,120 min,International Movies,1967,1
filme17362,realizador12,41 min,Action & Adventure,1989,5
filme24870,realizador7,86 min,Children & Family Movies,2019,4
filme118063,realizador1,119 min,Sports Movies,1976,4
filme98961,realizador11,68 min,Independent Movies,2011,5
filme68553,realizador17,115 min,Romantic Movies,1984,3
filme140205,realizador14,121 min,Anime Features,2021,2
filme55876,realizador8,227 min,Stand-Up Comedy,1963,4
filme118238,realizador14,74 min,International Movies,1993,4
filme107557,realizador14,75 min,Thrillers,1990,5
filme4052,realizador12,211 min,Anime Features,1991,5
filme84190,realizador4,123 min,Sci-Fi & Fantasy,2017,4
filme66506,realizador9,120 min,Stand-Up Comedy,1984,2
filme110284,realizador7,113 min,Romantic Movies,1989,1
filme71580,realizador1,201 min,Horror Movies,1998,5
filme36279,realizador8,137 min,International Movies,1996,1
filme23787,realizador2,208 min,Anime Features,1994,4
filme118739,realizador9,30 min,Anime Features,2023,5
filme67126,realizador11,236 min,Documentaries,1987,2
filme91775,realizador2,161 min,Children & Family Movies,1993,1
filme131658,realizador2,167 min,Dramas,1966,1
filme37455,realizador3,127 min,Action & Adventure,1960,4
filme91206,realizador18,129 min,Anime Features,1967,3
filme93475,realizador3,79 min,Horror Movies,1967,1
filme119595,realizador9,120 min,Documentaries,2009,3
filme3951,realizador6,175 min,Documentaries,2019,3
filme42433,realizador5,149 min,Sci-Fi & Fantasy,1974,2
filme89980,realizador12,189 min,Sports Movies,1974,3
filme101980,realizador16,42 min,Dramas,1976,5
filme98655,realizador17,31 min,LGBTQ Movies,1974,5
filme76843,realizador4,51 min,Thrillers,1975,4
filme132458,realizador16,228 min,Movies,1989,2
filme91259,realizador3,98 min,Anime Features,1968,1
filme1460,realizador12,221 min,Sports Movies,2009,5
filme133245,realizador15,232 min,Sci-Fi & Fantasy,1982,2
filme37858,realizador13,138 min,Romantic Movies,1989,1
filme1641,realizador3,76 min,Anime Features,2006,1
filme81912,realizador11,231 min,Independent Movies,1971,3
filme130407,realizador1,147 min,Classic Movies,2022,1
filme16354,realizador7,240 min,Music & Musicals,1974,3
filme9129,realizador12,48 min,Dramas,2022,3
filme80956,realizador6,59 min,Classic Movies,2006,5
filme97594,realizador18,141 min,Cult Movies,2008,1
filme127531,realizador11,83 min,Anime Features,2022,3
filme103473,realizador19,201 min,Horror Movies,1962,5
filme120746,realizador18,107 min,Horror Movies,1973,2
filme88503,realizador17,79 min,Anime Features,1964,4
filme51005,realizador6,110 min,Anime Features,1974,4
filme143674,realizador3,135 min,Sports Movies,2013,2
filme28142,realizador2,159 min,Cult Movies,1996,4
filme69258,realizador6,221 min,Children & Family Movies,1994,1
filme65466,realizador15,171 min,Thrillers,2002,3
filme123113,realizador14,112 min,Comedies,2006,5
filme34354,realizador7,223 min,Anime Features,2004,5
filme22710,realizador10,226 min,Romantic Movies,2016,2
filme117194,realizador10,84 min,Movies,1978,5
filme133147,realizador11,41 min,Music & Musicals,2016,1
filme55460,realizador1,55 min,Anime Features,2006,1
filme1780,realizador16,175 min,International Movies,2000,1
filme133778,realizador8,35 min,Anime Features,2012,4
filme140023,realizador4,119 min,Documentaries,2022,5
filme116729,realizador11,44 min,Sports Movies,1981,5
filme42799,realizador15,99 min,Thrillers,2008,3
filme53404,realizador8,56 min,Children & Family Movies,1985,5
filme35510,realizador4,238 min,Sci-Fi & Fantasy,1963,4
filme2623,realizador5,212 min,Sports Movies,1988,1
filme24850,realizador7,198 min,Stand-Up Comedy,2022,2
filme73630,realizador11,211 min,Cult Movies,1987,4
filme61526,realizador11,121 min,Sports Movies,2011,2
filme51455,realizador5,230 min,Stand-Up Comedy,1987,2
filme139995,realizador12,83 min,Dramas,1988,4
filme109555,realizador7,149 min,Music & Musicals,2016,4
filme104785,realizador5,118 min,Romantic Movies,1970,2
filme149915,realizador11,189 min,Cult Movies,2013,4
filme125787,realizador10,203 min,Action & Adventure,1994,4
filme47028,realizador12,96 min,Documentaries,2023,2
filme68122,realizador15,123 min,Thrillers,2011,5
filme112857,realizador4,169 min,Music & Musicals,1982,4
filme3534,realizador1,206 min,Documentaries,2011,2
filme36254,realizador7,60 min,Documentaries,2012,4
filme141822,realizador1,83 min,Independent Movies,2006,3
filme89403,realizador1,70 min,Dramas,1962,1
filme125809,realizador19,80 min,Action & Adventure,2017,3
filme4981,realizador4,195 min,Classic Movies,2009,1
filme112864,realizador2,185 min,Thrillers,1983,3
filme140737,realizador15,217 min,Dramas,1999,4
filme104665,realizador18,32 min,Dramas,1998,1
filme122682,realizador15,35 min,Documentaries,2004,2
filme55702,realizador8,61 min,Sports Movies,1961,1
filme133121,realizador9,170 min,Anime Features,1979,1
filme132509,realizador15,174 min,Action & Adventure,1988,4
filme143548,realizador15,56 min,Romantic Movies,1998,2
filme69328,realizador13,149 min,Anime Features,2008,2
filme100288,realizador14,72 min,Comedies,2005,4
filme110531,realizador11,109 min,Independent Movies,1974,1
filme53113,realizador11,130 min,Classic Movies,1995,4
filme104877,realizador13,170 min,Classic Movies,1971,5
filme22613,realizador14,236 min,Classic Movies,1965,4
filme146216,realizador18,239 min,Horror Movies,1991,4
filme130949,realizador15,182 min,Independent Movies,2009,3
filme138818,realizador6,91 min,Action & Adventure,1964,1
filme57977,realizador14,136 min,Romantic Movies,2019,3
filme45902,realizador11,144 min,Documentaries,2013,3
filme5422,realizador6,175 min,Horror Movies,1968,3
filme61249,realizador5,119 min,Independent Movies,1996,5
filme128606,realizador13,76 min,Anime Features,1982,2
filme131196,realizador5,198 min,Classic Movies,1963,1
filme82072,realizador3,199 min,Sci-Fi & Fantasy,2011,4
filme131917,realizador6,188 min,Romantic Movies,1970,1
filme46120,realizador7,123 min,Thrillers,1999,5
filme92419,realizador19,228 min,Documentaries,1971,2
filme81353,realizador17,99 min,Independent Movies,1992,1
filme75337,realizador4,207 min,Cult Movies,2019,5
filme86140,realizador17,94 min,Dramas,1990,3
filme22062,realizador12,71 min,Movies,1979,3
filme22912,realizador6,176 min,Sci-Fi & Fantasy,1982,1
filme19283,realizador14,113 min,Horror Movies,1976,4
filme56931,realizador5,111 min,Movies,2021,3
filme47983,realizador10,34 min,Documentaries,2003,4
filme118121,realizador13,102 min,Anime Features,2021,5
filme128797,realizador7,181 min,Classic Movies,1964,1
filme34837,realizador14,187 min,Music & Musicals,1972,1
filme16278,realizador7,226 min,Cult Movies,2001,2
filme123074,realizador11,121 min,Thrillers,1963,1
filme105625,realizador4,88 min,Documentaries,2012,4
filme68235,realizador8,96 min,Sports Movies,2000,5
filme100201,realizador7,185 min,Music & Musicals,1988,1
filme83322,realizador15,147 min,Horror Movies,1969,4
filme25248,realizador14,237 min,Cult Movies,2001,3
filme139269,realizador18,230 min,Sports Movies,1967,3
filme51577,realizador11,114 min,Horror Movies,1973,2
filme95352,realizador19,173 min,Independent Movies,1991,3
filme64576,realizador4,32 min,Stand-Up Comedy,1961,4
filme137876,realizador8,85 min,Independent Movies,2002,2
filme63409,realizador17,146 min,Classic Movies,1993,3
filme35987,realizador15,191 min,Independent Movies,1999,1
filme108994,realizador5,215 min,Sports Movies,1970,2
filme139113,realizador7,103 min,Dramas,1987,3
filme17188,realizador16,162 min,Cult Movies,1967,3
filme137995,realizador8,196 min,Documentaries,2019,1
filme107120,realizador8,147 min,Action & Adventure,2018,3
filme127668,realizador3,177 min,Cult Movies,1964,3
filme39838,realizador19,166 min,Romantic Movies,2005,5
filme78674,realizador17,34 min,Music & Musicals,1965,5
filme137686,realizador18,202 min,Action & Adventure,1984,5
filme59111,realizador18,206 min,Romantic Movies,2007,4
filme48575,realizador7,207 min,Cult Movies,1973,4
filme80865,realizador6,141 min,Action & Adventure,1971,4
filme87520,realizador5,93 min,Independent Movies,1995,4
filme8681,realizador9,33 min,Independent Movies,2005,5
filme28264,realizador6,234 min,Stand-Up Comedy,1999,4
filme79794,realizador6,110 min,International Movies,1981,5
filme73054,realizador13,79 min,Romantic Movies,2012,2
filme93202,realizador18,32 min,Cult Movies,2022,4
filme26014,realizador16,141 min,LGBTQ Movies,2017,1
filme120186,realizador13,134 min,Children & Family Movies,1984,2
filme8210,realizador11,65 min,Children & Family Movies,2003,1
filme224,realizador4,169 min,Thrillers,1970,1
filme10094,realizador7,176 min,Comedies,1985,4
filme62226,realizador12,203 min,Comedies,1960,3
filme103608,realizador8,175 min,Children & Family Movies,1997,5
filme133716,realizador5,159 min,Romantic Movies,1988,4
filme136310,realizador4,114 min,Movies,1974,3
filme16666,realizador12,162 min,Sci-Fi & Fantasy,1995,4
filme126010,realizador8,230 min,Children & Family Movies,2005,3
filme8253,realizador16,222 min,Classic Movies,2021,4
filme48078,realizador4,199 min,Children & Family Movies,2012,2
filme135636,realizador18,127 min,Dramas,2016,4
filme8691,realizador13,58 min,Thrillers,2020,1
filme7139,realizador15,80 min,Independent Movies,1963,2
filme38753,realizador8,123 min,Action & Adventure,1978,2
filme82593,realizador9,175 min,Sports Movies,1986,5
filme25735,realizador7,163 min,LGBTQ Movies,1993,5
filme102064,realizador3,93 min,Movies,1965,4
filme23145,realizador19,42 min,Children & Family Movies,2004,3
filme84286,realizador3,213 min,LGBTQ Movies,1996,1
filme35288,realizador15,128 min,Movies,2019,3
filme58686,realizador17,197 min,Sports Movies,1975,1
filme120662,realizador2,46 min,Action & Adventure,1966,3
filme76421,realizador1,130 min,Music & Musicals,2019,4
filme12352,realizador3,91 min,Action & Adventure,1971,2
filme101321,realizador16,103 min,Independent Movies,2019,3
filme15377,realizador1,40 min,Documentaries,2017,5
filme125801,realizador16,160 min,Sports Movies,1998,2
filme128630,realizador9,135 min,Dramas,1988,1
filme26605,realizador14,240 min,Action & Adventure,1964,3
filme120565,realizador13,41 min,Anime Features,1993,1
filme33657,realizador5,56 min,Music & Musicals,2010,2
filme52650,realizador11,74 min,Classic Movies,2022,2
filme57839,realizador11,67 min,Documentaries,2019,5
filme28800,realizador18,77 min,International Movies,1974,4
filme72691,realizador12,85 min,Sports Movies,1988,2
filme25742,realizador3,101 min,Cult Movies,2005,3
filme59085,realizador17,125 min,Music & Musicals,1968,1
filme67819,realizador4,206 min,Action & Adventure,1979,2
filme128430,realizador13,38 min,Documentaries,2021,1
filme63313,realizador11,31 min,Comedies,2001,4
filme76712,realizador13,44 min,Comedies,2007,4
filme149537,realizador7,136 min,Romantic Movies,1983,2
filme62024,realizador12,140 min,Children & Family Movies,2003,3
filme77219,realizador4,82 min,Thrillers,2007,2
filme147442,realizador17,116 min,Children & Family Movies,1987,1
filme131996,realizador7,232 min,Dramas,1995,2
filme64093,realizador4,54 min,Documentaries,2005,2
filme100057,realizador9,127 min,Movies,1997,4
filme92750,realizador6,176 min,Independent Movies,2012,5
filme59375,realizador9,38 min,Independent Movies,2003,4
filme123397,realizador16,189 min,Independent Movies,1991,4
filme27649,realizador6,70 min,Independent Movies,2008,4
filme48913,realizador5,51 min,Anime Features,1981,2
filme119199,realizador19,201 min,International Movies,1997,5
filme136734,realizador9,158 min,Music & Musicals,1967,1
filme141141,realizador8,150 min,Action & Adventure,2005,1
filme11811,realizador19,181 min,Anime Features,2000,4
filme119070,realizador13,149 min,Cult Movies,1962,4
filme56558,realizador1,153 min,Horror Movies,2022,5
filme11468,realizador14,204 min,Classic Movies,1981,2
filme142187,realizador19,46 min,Children & Family Movies,1967,3
filme65113,realizador8,166 min,International Movies,1999,5
filme63275,realizador10,94 min,Documentaries,1998,3
filme62194,realizador2,72 min,Music & Musicals,1976,3
filme116272,realizador4,216 min,Movies,1987,5
filme36653,realizador16,192 min,Anime Features,1969,2
filme10937,realizador1,30 min,Sports Movies,1968,4
filme149319,realizador16,88 min,Dramas,2010,1
filme120063,realizador15,104 min,Anime Features,1965,3
filme43651,realizador14,230 min,Comedies,1976,3
filme122016,realizador12,219 min,Dramas,1966,1
filme66403,realizador12,191 min,Independent Movies,1980,2
filme115540,realizador17,161 min,Movies,1966,2
filme122705,realizador14,96 min,LGBTQ Movies,2005,1
filme67690,realizador5,76 min,Stand-Up Comedy,1989,1
filme94359,realizador19,41 min,Romantic Movies,1975,5
filme48092,realizador17,154 min,Thrillers,1996,5
